site,dataset,sub,task,run,suffix,shape,pixdim,tr,num_trs,dur,path
NYU,NYU,0051003,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051003/func/sub-0051003_task-rest_run-1_bold.nii.gz
NYU,NYU,0051006,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051006/anat/sub-0051006_T1w.nii.gz
NYU,NYU,0051006,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051006/func/sub-0051006_task-rest_run-1_bold.nii.gz
NYU,NYU,0051007,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051007/anat/sub-0051007_T1w.nii.gz
NYU,NYU,0051007,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051007/func/sub-0051007_task-rest_run-1_bold.nii.gz
NYU,NYU,0051008,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051008/anat/sub-0051008_T1w.nii.gz
NYU,NYU,0051008,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051008/func/sub-0051008_task-rest_run-1_bold.nii.gz
NYU,NYU,0051009,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051009/anat/sub-0051009_T1w.nii.gz
NYU,NYU,0051009,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051009/func/sub-0051009_task-rest_run-1_bold.nii.gz
NYU,NYU,0051010,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051010/anat/sub-0051010_T1w.nii.gz
NYU,NYU,0051010,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051010/func/sub-0051010_task-rest_run-1_bold.nii.gz
NYU,NYU,0051011,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051011/anat/sub-0051011_T1w.nii.gz
NYU,NYU,0051011,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051011/func/sub-0051011_task-rest_run-1_bold.nii.gz
NYU,NYU,0051012,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051012/anat/sub-0051012_T1w.nii.gz
NYU,NYU,0051012,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051012/func/sub-0051012_task-rest_run-1_bold.nii.gz
NYU,NYU,0051013,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051013/anat/sub-0051013_T1w.nii.gz
NYU,NYU,0051013,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051013/func/sub-0051013_task-rest_run-1_bold.nii.gz
NYU,NYU,0051014,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051014/anat/sub-0051014_T1w.nii.gz
NYU,NYU,0051014,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051014/func/sub-0051014_task-rest_run-1_bold.nii.gz
NYU,NYU,0051015,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051015/anat/sub-0051015_T1w.nii.gz
NYU,NYU,0051015,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051015/func/sub-0051015_task-rest_run-1_bold.nii.gz
NYU,NYU,0051016,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051016/anat/sub-0051016_T1w.nii.gz
NYU,NYU,0051016,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051016/func/sub-0051016_task-rest_run-1_bold.nii.gz
NYU,NYU,0051017,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051017/anat/sub-0051017_T1w.nii.gz
NYU,NYU,0051017,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051017/func/sub-0051017_task-rest_run-1_bold.nii.gz
NYU,NYU,0051018,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051018/anat/sub-0051018_T1w.nii.gz
NYU,NYU,0051018,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051018/func/sub-0051018_task-rest_run-1_bold.nii.gz
NYU,NYU,0051019,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051019/anat/sub-0051019_T1w.nii.gz
NYU,NYU,0051019,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051019/func/sub-0051019_task-rest_run-1_bold.nii.gz
NYU,NYU,0051020,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051020/anat/sub-0051020_T1w.nii.gz
NYU,NYU,0051020,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051020/func/sub-0051020_task-rest_run-1_bold.nii.gz
NYU,NYU,0051021,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051021/anat/sub-0051021_T1w.nii.gz
NYU,NYU,0051021,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051021/func/sub-0051021_task-rest_run-1_bold.nii.gz
NYU,NYU,0051023,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051023/anat/sub-0051023_T1w.nii.gz
NYU,NYU,0051023,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051023/func/sub-0051023_task-rest_run-1_bold.nii.gz
NYU,NYU,0051024,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051024/anat/sub-0051024_T1w.nii.gz
NYU,NYU,0051024,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051024/func/sub-0051024_task-rest_run-1_bold.nii.gz
NYU,NYU,0051025,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051025/anat/sub-0051025_T1w.nii.gz
NYU,NYU,0051025,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051025/func/sub-0051025_task-rest_run-1_bold.nii.gz
NYU,NYU,0051026,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051026/anat/sub-0051026_T1w.nii.gz
NYU,NYU,0051026,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051026/func/sub-0051026_task-rest_run-1_bold.nii.gz
NYU,NYU,0051027,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051027/anat/sub-0051027_T1w.nii.gz
NYU,NYU,0051027,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051027/func/sub-0051027_task-rest_run-1_bold.nii.gz
NYU,NYU,0051028,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051028/anat/sub-0051028_T1w.nii.gz
NYU,NYU,0051028,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051028/func/sub-0051028_task-rest_run-1_bold.nii.gz
NYU,NYU,0051029,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051029/anat/sub-0051029_T1w.nii.gz
NYU,NYU,0051029,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051029/func/sub-0051029_task-rest_run-1_bold.nii.gz
NYU,NYU,0051030,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051030/anat/sub-0051030_T1w.nii.gz
NYU,NYU,0051030,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051030/func/sub-0051030_task-rest_run-1_bold.nii.gz
NYU,NYU,0051032,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051032/anat/sub-0051032_T1w.nii.gz
NYU,NYU,0051032,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051032/func/sub-0051032_task-rest_run-1_bold.nii.gz
NYU,NYU,0051033,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051033/anat/sub-0051033_T1w.nii.gz
NYU,NYU,0051033,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051033/func/sub-0051033_task-rest_run-1_bold.nii.gz
NYU,NYU,0051034,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051034/anat/sub-0051034_T1w.nii.gz
NYU,NYU,0051034,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051034/func/sub-0051034_task-rest_run-1_bold.nii.gz
NYU,NYU,0051035,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051035/anat/sub-0051035_T1w.nii.gz
NYU,NYU,0051035,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051035/func/sub-0051035_task-rest_run-1_bold.nii.gz
NYU,NYU,0051036,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051036/anat/sub-0051036_T1w.nii.gz
NYU,NYU,0051036,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051036/func/sub-0051036_task-rest_run-1_bold.nii.gz
NYU,NYU,0051038,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051038/anat/sub-0051038_T1w.nii.gz
NYU,NYU,0051038,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051038/func/sub-0051038_task-rest_run-1_bold.nii.gz
NYU,NYU,0051039,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051039/anat/sub-0051039_T1w.nii.gz
NYU,NYU,0051039,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051039/func/sub-0051039_task-rest_run-1_bold.nii.gz
NYU,NYU,0051040,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051040/anat/sub-0051040_T1w.nii.gz
NYU,NYU,0051040,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051040/func/sub-0051040_task-rest_run-1_bold.nii.gz
NYU,NYU,0051041,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051041/anat/sub-0051041_T1w.nii.gz
NYU,NYU,0051041,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051041/func/sub-0051041_task-rest_run-1_bold.nii.gz
NYU,NYU,0051042,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051042/anat/sub-0051042_T1w.nii.gz
NYU,NYU,0051042,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051042/func/sub-0051042_task-rest_run-1_bold.nii.gz
NYU,NYU,0051044,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051044/anat/sub-0051044_T1w.nii.gz
NYU,NYU,0051044,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051044/func/sub-0051044_task-rest_run-1_bold.nii.gz
NYU,NYU,0051045,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051045/anat/sub-0051045_T1w.nii.gz
NYU,NYU,0051045,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051045/func/sub-0051045_task-rest_run-1_bold.nii.gz
NYU,NYU,0051046,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051046/anat/sub-0051046_T1w.nii.gz
NYU,NYU,0051046,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051046/func/sub-0051046_task-rest_run-1_bold.nii.gz
NYU,NYU,0051047,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051047/anat/sub-0051047_T1w.nii.gz
NYU,NYU,0051047,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051047/func/sub-0051047_task-rest_run-1_bold.nii.gz
NYU,NYU,0051048,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051048/anat/sub-0051048_T1w.nii.gz
NYU,NYU,0051048,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051048/func/sub-0051048_task-rest_run-1_bold.nii.gz
NYU,NYU,0051049,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051049/anat/sub-0051049_T1w.nii.gz
NYU,NYU,0051049,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051049/func/sub-0051049_task-rest_run-1_bold.nii.gz
NYU,NYU,0051050,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051050/anat/sub-0051050_T1w.nii.gz
NYU,NYU,0051050,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051050/func/sub-0051050_task-rest_run-1_bold.nii.gz
NYU,NYU,0051051,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051051/anat/sub-0051051_T1w.nii.gz
NYU,NYU,0051051,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051051/func/sub-0051051_task-rest_run-1_bold.nii.gz
NYU,NYU,0051052,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051052/anat/sub-0051052_T1w.nii.gz
NYU,NYU,0051052,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051052/func/sub-0051052_task-rest_run-1_bold.nii.gz
NYU,NYU,0051053,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051053/anat/sub-0051053_T1w.nii.gz
NYU,NYU,0051053,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051053/func/sub-0051053_task-rest_run-1_bold.nii.gz
NYU,NYU,0051054,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051054/anat/sub-0051054_T1w.nii.gz
NYU,NYU,0051054,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051054/func/sub-0051054_task-rest_run-1_bold.nii.gz
NYU,NYU,0051055,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051055/anat/sub-0051055_T1w.nii.gz
NYU,NYU,0051055,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051055/func/sub-0051055_task-rest_run-1_bold.nii.gz
NYU,NYU,0051056,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051056/anat/sub-0051056_T1w.nii.gz
NYU,NYU,0051056,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051056/func/sub-0051056_task-rest_run-1_bold.nii.gz
NYU,NYU,0051057,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051057/anat/sub-0051057_T1w.nii.gz
NYU,NYU,0051057,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051057/func/sub-0051057_task-rest_run-1_bold.nii.gz
NYU,NYU,0051058,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051058/anat/sub-0051058_T1w.nii.gz
NYU,NYU,0051058,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051058/func/sub-0051058_task-rest_run-1_bold.nii.gz
NYU,NYU,0051059,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051059/anat/sub-0051059_T1w.nii.gz
NYU,NYU,0051059,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051059/func/sub-0051059_task-rest_run-1_bold.nii.gz
NYU,NYU,0051060,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051060/anat/sub-0051060_T1w.nii.gz
NYU,NYU,0051060,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051060/func/sub-0051060_task-rest_run-1_bold.nii.gz
NYU,NYU,0051061,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051061/anat/sub-0051061_T1w.nii.gz
NYU,NYU,0051061,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051061/func/sub-0051061_task-rest_run-1_bold.nii.gz
NYU,NYU,0051062,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051062/anat/sub-0051062_T1w.nii.gz
NYU,NYU,0051062,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051062/func/sub-0051062_task-rest_run-1_bold.nii.gz
NYU,NYU,0051063,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051063/anat/sub-0051063_T1w.nii.gz
NYU,NYU,0051063,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051063/func/sub-0051063_task-rest_run-1_bold.nii.gz
NYU,NYU,0051064,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051064/anat/sub-0051064_T1w.nii.gz
NYU,NYU,0051064,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051064/func/sub-0051064_task-rest_run-1_bold.nii.gz
NYU,NYU,0051065,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051065/anat/sub-0051065_T1w.nii.gz
NYU,NYU,0051065,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051065/func/sub-0051065_task-rest_run-1_bold.nii.gz
NYU,NYU,0051066,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051066/anat/sub-0051066_T1w.nii.gz
NYU,NYU,0051066,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051066/func/sub-0051066_task-rest_run-1_bold.nii.gz
NYU,NYU,0051067,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051067/anat/sub-0051067_T1w.nii.gz
NYU,NYU,0051067,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051067/func/sub-0051067_task-rest_run-1_bold.nii.gz
NYU,NYU,0051068,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051068/anat/sub-0051068_T1w.nii.gz
NYU,NYU,0051068,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051068/func/sub-0051068_task-rest_run-1_bold.nii.gz
NYU,NYU,0051069,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051069/anat/sub-0051069_T1w.nii.gz
NYU,NYU,0051069,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051069/func/sub-0051069_task-rest_run-1_bold.nii.gz
NYU,NYU,0051070,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051070/anat/sub-0051070_T1w.nii.gz
NYU,NYU,0051070,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051070/func/sub-0051070_task-rest_run-1_bold.nii.gz
NYU,NYU,0051071,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051071/anat/sub-0051071_T1w.nii.gz
NYU,NYU,0051071,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051071/func/sub-0051071_task-rest_run-1_bold.nii.gz
NYU,NYU,0051072,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051072/anat/sub-0051072_T1w.nii.gz
NYU,NYU,0051072,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051072/func/sub-0051072_task-rest_run-1_bold.nii.gz
NYU,NYU,0051073,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051073/anat/sub-0051073_T1w.nii.gz
NYU,NYU,0051073,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051073/func/sub-0051073_task-rest_run-1_bold.nii.gz
NYU,NYU,0051074,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051074/anat/sub-0051074_T1w.nii.gz
NYU,NYU,0051074,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051074/func/sub-0051074_task-rest_run-1_bold.nii.gz
NYU,NYU,0051075,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051075/anat/sub-0051075_T1w.nii.gz
NYU,NYU,0051075,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051075/func/sub-0051075_task-rest_run-1_bold.nii.gz
NYU,NYU,0051076,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051076/anat/sub-0051076_T1w.nii.gz
NYU,NYU,0051076,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051076/func/sub-0051076_task-rest_run-1_bold.nii.gz
NYU,NYU,0051077,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051077/anat/sub-0051077_T1w.nii.gz
NYU,NYU,0051077,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051077/func/sub-0051077_task-rest_run-1_bold.nii.gz
NYU,NYU,0051078,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051078/anat/sub-0051078_T1w.nii.gz
NYU,NYU,0051078,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051078/func/sub-0051078_task-rest_run-1_bold.nii.gz
NYU,NYU,0051079,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051079/anat/sub-0051079_T1w.nii.gz
NYU,NYU,0051079,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051079/func/sub-0051079_task-rest_run-1_bold.nii.gz
NYU,NYU,0051080,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051080/anat/sub-0051080_T1w.nii.gz
NYU,NYU,0051080,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051080/func/sub-0051080_task-rest_run-1_bold.nii.gz
NYU,NYU,0051081,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051081/anat/sub-0051081_T1w.nii.gz
NYU,NYU,0051081,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051081/func/sub-0051081_task-rest_run-1_bold.nii.gz
NYU,NYU,0051082,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051082/anat/sub-0051082_T1w.nii.gz
NYU,NYU,0051082,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051082/func/sub-0051082_task-rest_run-1_bold.nii.gz
NYU,NYU,0051083,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051083/anat/sub-0051083_T1w.nii.gz
NYU,NYU,0051083,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051083/func/sub-0051083_task-rest_run-1_bold.nii.gz
NYU,NYU,0051084,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051084/anat/sub-0051084_T1w.nii.gz
NYU,NYU,0051084,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051084/func/sub-0051084_task-rest_run-1_bold.nii.gz
NYU,NYU,0051085,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051085/anat/sub-0051085_T1w.nii.gz
NYU,NYU,0051085,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051085/func/sub-0051085_task-rest_run-1_bold.nii.gz
NYU,NYU,0051086,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051086/anat/sub-0051086_T1w.nii.gz
NYU,NYU,0051086,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051086/func/sub-0051086_task-rest_run-1_bold.nii.gz
NYU,NYU,0051087,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051087/anat/sub-0051087_T1w.nii.gz
NYU,NYU,0051087,rest,1,bold,"[64, 80, 33]","[3.0, 3.0, 4.0]",2.0,180.0,360.0,NYU/sub-0051087/func/sub-0051087_task-rest_run-1_bold.nii.gz
NYU,NYU,0051088,,,T1w,"[128, 256, 256]","[1.33, 1.0, 1.0]",,,,NYU/sub-0051088/anat/sub-0051088_T1w.nii.gz
